0,"Vasastadens Bokbinderi AB","978421","031-29 20 45","Göteborg","http://www.vasastadens.se","/G%C3%B6teborg/Vasastadens_Bokbinderi_AB/978421","mailto:info@vasastadens.se","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Aschebergsgatan+46%2c+41133%2c+G%c3%96TEBORG%2c+Sweden"
1,"Vasastadens Golv AB","544130","08-30 65 74","Ekerö","","/Eker%C3%B6/Vasastadens_Golv_AB/544130","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=V%c3%a4xthusv%c3%a4gen+25%2c+17834%2c+EKER%c3%96%2c+Sweden"
2,"Vasastadens Konst Kristall","357224","08-30 44 60","Stockholm","","/Stockholm/Vasastadens_Konst_Kristall/357224","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Dalagatan+56%2c+11324%2c+STOCKHOLM%2c+Sweden"
3,"Vasastadens Snickartjänst","2442960","","Stockholm","","/Stockholm/Vasastadens_Snickartj%C3%A4nst/2442960","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Hagagatan+40%2c+11347%2c+STOCKHOLM%2c+Sweden"
4,"Vasastadens Städ o Fastighetsservice AB","362630","08-31 40 60","Stockholm","http://www.vasastaden.nu","/Stockholm/Vasastadens_St%C3%A4d_o_Fastighetsservice_AB/362630","mailto:info@vasastaden.nu","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Hagagatan+8%2c+11348%2c+STOCKHOLM%2c+Sweden"
5,"Vasastadens Tapetserarverkstad","872044","0500-41 20 80","Skövde","","/Sk%C3%B6vde/Vasastadens_Tapetserarverkstad/872044","mailto:vasastadens.tapetserarverkstad@telia.com","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Vasagatan+1%2c+54150%2c+SK%c3%96VDE%2c+Sweden"
6,"Vasastadens Utbildnings & Psykoterapicentrum AB","139182","031-18 89 66","Göteborg","","/G%C3%B6teborg/Vasastadens_Utbildnings__Psykoterapicentrum_AB/139182","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Monsungatan+55%2c+41766%2c+G%c3%96TEBORG%2c+Sweden"
7,"Vasastadens Vårdboende","334605","013-20 84 72","Linköping","","/Link%C3%B6ping/Vasastadens_V%C3%A5rdboende/334605","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Platensgatan+24%2c+58220%2c+LINK%c3%96PING%2c+Sweden"
8,"Vasastan","2911129","08-22 92 30","Stockholm","","/Stockholm/Vasastan/2911129","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Surbrunnsgatan+44%2c+11348%2c+STOCKHOLM%2c+Sweden"
9,"Vasastan Hårstudio","2931701","08-31 95 50","Skärholmen","","/Sk%C3%A4rholmen/Vasastan_H%C3%A5rstudio/2931701","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=J%c3%a4rnb%c3%a4rarv%c3%a4gen+20%2c+12761%2c+SK%c3%84RHOLMEN%2c+Sweden"
