0,"Fastighetsbolaget Jarn AB","2223104","08-756 46 46","Täby","","/T%C3%A4by/Fastighetsbolaget_Jarn_AB/2223104","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Box+7126%2c+18712%2c+T%c3%84BY%2c+Sweden"
1,"Fastighetsbolaget Jdkm","482648","08-771 93 32","Ösmo","","/%C3%96smo/Fastighetsbolaget_Jdkm/482648","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Landfj%c3%a4rden+11%2c+14891%2c+%c3%96SMO%2c+Sweden"
2,"Fastighetsbolaget Jojo i Värnamo AB","772860","0370-69 29 01","Värnamo","","/V%C3%A4rnamo/Fastighetsbolaget_Jojo_i_V%C3%A4rnamo_AB/772860","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Stenfalksv%c3%a4gen+4%2c+33141%2c+V%c3%84RNAMO%2c+Sweden"
3,"Fastighetsbolaget Jolen AB","3004619","031-706 98 80","Västra frölunda","","/V%C3%A4stra_fr%C3%B6lunda/Fastighetsbolaget_Jolen_AB/3004619","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Hulda+Mellgrens+Gata+7%2c+42132%2c+V%c3%84STRA+FR%c3%96LUNDA%2c+Sweden"
4,"Fastighetsbolaget Jörgne & Partner AB","835405","0470-478 22","Växjö","","/V%C3%A4xj%C3%B6/Fastighetsbolaget_J%C3%B6rgne__Partner_AB/835405","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Smedjegatan+37%2c+35246%2c+V%c3%84XJ%c3%96%2c+Sweden"
5,"Fastighetsbolaget Jungfrun AB","134960","0923-260 06","Kalix","","/Kalix/Fastighetsbolaget_Jungfrun_AB/134960","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=B%c3%b6rjelsbyn+174%2c+95292%2c+KALIX%2c+Sweden"
6,"Fastighetsbolaget K Samuelsson AB","837493","08-789 67 00","Stockholm","","/Stockholm/Fastighetsbolaget_K_Samuelsson_AB/837493","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Biblioteksgatan+3%2c+11146%2c+STOCKHOLM%2c+Sweden"
7,"Fastighetsbolaget Kakelugnen","1285105","040-660 20 00","Malmö","","/Malm%C3%B6/Fastighetsbolaget_Kakelugnen/1285105","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=%c3%96stra+Promenaden+7+A%2c+21128%2c+MALM%c3%96%2c+Sweden"
8,"Fastighetsbolaget Källbacken 1 i Karlskrona AB","2829200","0171-855 61","Tingsryd","","/Tingsryd/Fastighetsbolaget_K%C3%A4llbacken_1_i_Karlskrona_AB/2829200","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Box+106%2c+36222%2c+TINGSRYD%2c+Sweden"
9,"Fastighetsbolaget Kantstenen HB","379548","040-12 90 12","Bjärred","","/Bj%C3%A4rred/Fastighetsbolaget_Kantstenen_HB/379548","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Holl%c3%a4ndarehusv%c3%a4gen+3%2c+23733%2c+BJ%c3%84RRED%2c+Sweden"
