0,"Ls Storköp","2544122","08-408 267 32","Vällingby","","/V%C3%A4llingby/Ls_Stork%C3%B6p/2544122","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=R%c3%a4ttar+Vigs+v%c3%a4g+125%2c+16272%2c+V%c3%84LLINGBY%2c+Sweden"
1,"Ls Ström Transport","301173","08-724 95 57","Skogås","","/Skog%C3%A5s/Ls_Str%C3%B6m_Transport/301173","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Kolfatsbacken+8%2c+14252%2c+SKOG%c3%85S%2c+Sweden"
2,"LS Svets Smide AB","1002452","035-13 54 14","Halmstad","http://www.ls-svets.se","/Halmstad/LS_Svets_Smide_AB/1002452","mailto:info@ls-svets.se","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Furuviksringen+28%2c+30244%2c+HALMSTAD%2c+Sweden"
3,"Ls Taxi","268200","019-22 75 97","Odensbacken","","/Odensbacken/Ls_Taxi/268200","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Hummelsta+121%2c+71591%2c+ODENSBACKEN%2c+Sweden"
4,"Ls Technology","2446130","","Lund","","/Lund/Ls_Technology/2446130","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Tage+Erlanders+V%c3%a4g+65%2c+22762%2c+LUND%2c+Sweden"
5,"Ls Termofix el & Vvs AB","2050478","","Skurup","http://www.termofix.se","/Skurup/Ls_Termofix_el__Vvs_AB/2050478","mailto:termofix@swipnet.se","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=F%c3%b6rmansgatan+7%2c+27435%2c+SKURUP%2c+Sweden"
6,"Ls Tonart HB","2406272","044-21 29 99","Kristianstad","","/Kristianstad/Ls_Tonart_HB/2406272","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Skogsv%c3%a4gen+4+C%2c+29134%2c+KRISTIANSTAD%2c+Sweden"
7,"LS TonArt Nöjesproduktion","118627","0302-67 15 15","Alingsås","","/Alings%C3%A5s/LS_TonArt_N%C3%B6jesproduktion/118627","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Odengatan+4%2c+44151%2c+ALINGS%c3%85S%2c+Sweden"
8,"L-S Transport & Gräsvretens Recycling Industrier AB","626558","08-86 80 30","Skogås","http://www.lstransport.se","/Skog%C3%A5s/L_S_Transport__Gr%C3%A4svretens_Recycling_Industrier_AB/626558","mailto:info@lstransport.se","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Lagerv%c3%a4gen+79%2c+14291%2c+SKOG%c3%85S%2c+Sweden"
9,"L-S Träproduktion","3015366","08-580 190 11","Järfälla","","/J%C3%A4rf%C3%A4lla/L_S_Tr%C3%A4produktion/3015366","","http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=G%c3%a4ddv%c3%a4gen+32%2c+17547%2c+J%c3%84RF%c3%84LLA%2c+Sweden"
