0, "Sturez Krog AB", "2836354", "", "Handen", "", "/Handen/Sturez_Krog_AB/2836354", "", "http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Kolartorpsv%c3%a4gen+19+B%2c+13648%2c+HANDEN%2c+Sweden"
1, "Sturidsson", "530056", "08-20 20 11", "Stockholm", "", "/Stockholm/Sturidsson/530056", "", "http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Box+56070%2c+10217%2c+STOCKHOLM%2c+Sweden"
2, "Sturk & Co", "826378", "031-87 25 03", "Mölndal", "", "/M%C3%B6lndal/Sturk__Co/826378", "", "http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Havrekornsgatan+9%2c+43146%2c+M%c3%96LNDAL%2c+Sweden"
3, "Sturk Projektutveckling AB", "252344", "0923-775 55", "Stockholm", "", "/Stockholm/Sturk_Projektutveckling_AB/252344", "", "http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Cardellgatan+1%2c+11436%2c+STOCKHOLM%2c+Sweden"
4, "Sturk, Inge", "671723", "0980-618 53", "Kiruna", "", "/Kiruna/Sturk_Inge/671723", "", "http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Kaperasv%c3%a4gen+5%2c+98141%2c+KIRUNA%2c+Sweden"
5, "Sturk´s Snickeri", "2434788", "0927-120 01", "Övertorneå", "", "/%C3%96vertorne%C3%A5/Sturks_Snickeri/2434788", "", "http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Matarengiv%c3%a4gen+65%2c+95732%2c+%c3%96VERTORNE%c3%85%2c+Sweden"
6, "Sturke Konsult", "544706", "08-32 78 97", "Solna", "", "/Solna/Sturke_Konsult/544706", "", "http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Schultzv%c3%a4gen+19%2c+17063%2c+SOLNA%2c+Sweden"
7, "Sturkö Baptistförsamling", "1367816", "0455-461 58", "Sturkö", "", "/Sturk%C3%B6/Sturk%C3%B6_Baptistf%C3%B6rsamling/1367816", "", "http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Tjurk%c3%b6+M%c3%a5len%2c+37043%2c+STURK%c3%96%2c+Sweden"
8, "Sturkö Cykelverkstad AB", "871387", "0455-420 55", "Sturkö", "http://www.sturkocykelverkstad.se", "/Sturk%C3%B6/Sturk%C3%B6_Cykelverkstad_AB/871387", "mailto:info@storkocykelverkstad.se", "http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=Sturk%c3%b6v%c3%a4gen+50%2c+37043%2c+STURK%c3%96%2c+Sweden"
9, "Sturkö Fastigheter AB", "663138", "0470-334 73", "Växjö", "", "/V%C3%A4xj%C3%B6/Sturk%C3%B6_Fastigheter_AB/663138", "", "http://maps.google.se/maps?f=q&source=s_q&hl=sv&geocode=&q=R%c3%a5dmansgatan+8%2c+35236%2c+V%c3%84XJ%c3%96%2c+Sweden"
